Length(cm),Mass(g)
11.32,93.4012677
12.45,112.1287208
14.74,125.4287764
10.51,85.58647276
9.91,89.33042815
15.58,128.8528041
16.92,158.7967845
14.05,93.49620125
16.63,179.9524685
15.46,110.929134
13.46,137.6419279
14.35,104.9071012
15.57,172.7772255
16.38,135.7938825
11.36,120.4065933
12.07,143.992556
16.19,170.2026622
14.12,150.6827473
16.76,113.9903555
12.58,94.5013036
16.83,150.5446495
14.31,127.905881
15.15,161.2996958
18.09,147.7576208
13.33,106.0840999
12.46,93.81428436
14.87,109.3653882
17.61,170.264431
11.4,116.119042
12.71,111.8408974
14.32,103.4900033
14.23,128.1167949
15.23,123.3306943
14.44,137.3456692
11.52,125.6974039
12.16,114.578499
14,151.0522123
13.27,92.63187402
12.14,134.3915263
15.22,130.3936849
15.59,131.0158227
16.41,142.1653047
15.06,167.4018735
9.72,69.89590871
13.53,141.9137239
11.3,79.02643052
14.53,132.3417202
9.45,63.63483322
14.61,88.29419709
14.98,140.2122362
17.83,163.175472
13.96,124.6738422
11.7,119.3980085
15.51,99.17800744
12.77,134.4790105
11.62,123.6406238
13.88,143.0753586
16.72,144.9453572
8.85,73.2743161
16.66,135.7355484
13.2,113.3508195
14.29,98.97070244
12.41,133.3089368
15.79,150.8957048
14.24,113.9819788
14.75,142.743146
9.59,98.87328278
14.58,127.9188315
14.14,154.0302114
11.75,112.7601324
13.82,103.9109184
13.08,130.2141122
13.21,151.4144991
14.42,147.5052683
15.47,174.6453257
13.25,142.0780362
16.17,82.08218235
18.33,169.045017
14.71,161.4351424
15.96,122.5571449
12.39,113.3366351
16.13,142.9071313
13.55,131.4770749
12.87,134.5738669
11.26,91.72523225
15.53,137.774639
15.04,106.9627205
15.22,152.338973
11.63,80.94131941
13.81,132.4524845
15.89,180.1126635
10.47,119.4209501
14.49,101.2892089
13.86,127.1921194
12.67,142.5297463
14.33,131.9581244
12.7,132.551592
13.66,123.7945784
12.05,107.8927856
17.65,107.9025143
10.4,97.0281622
12.63,101.3202764
13.93,79.03707385
16.92,155.0855034
11.45,108.8877726
14.38,121.824077
13.83,127.1705214
15.73,120.1280059
13.84,119.7194688
14.47,103.3533399
8.5,88.85366142
10.83,119.4999091
15.09,125.4479003
14.57,152.3516055
12.42,120.7343126
15.62,134.8849083
15.83,102.2743632
10.57,117.906308
14.49,137.0670125
11.93,112.5643896
14.17,143.1228818
12.93,83.30349938
15.72,141.3197856
13.57,143.7678169
15.17,172.5066407
15.13,121.6033585
11.42,115.4777233
14.32,120.5657628
13.19,87.18258804
13.93,122.2098634
13.22,118.3246677
11.96,97.33999597
13.33,136.0571993
11.15,120.0277248
14.9,138.6221801
14.94,149.6419022
14.69,136.7095343
12.39,122.428779
17.65,160.3691082
14.86,126.9352279
14.76,169.5866606
11.73,99.79848794
16.78,188.8465596
14.05,154.9338644
16.1,150.2206795
13.5,118.5455984
14.13,116.3654994
10.92,96.23048508
12.8,103.1286983
14.4,70.36729628
9.85,92.54197296
15.32,117.4123252
12.65,125.5153914
15.27,128.2553487
12.78,85.2916085
9.98,95.57209164
13.3,121.5065534
17.39,149.5225612
14.1,126.100822
13.63,112.0696298
13.24,98.87949059
17.14,120.9575687
14.2,115.7197798
15.08,104.4667786
13.13,127.6547757
13.47,157.1877537
9.63,77.80480771
18.74,139.6600659
15.68,168.2800918
17.26,147.3338835
13.29,100.1683752
15.22,146.5180336
12.73,108.3043463
10.67,78.86703205
10.49,108.6099485
14.71,129.5904928
14.59,89.95307014
12.73,138.5303226
17.69,157.0778982
12.12,152.0533299
12.37,113.7080139
15.08,137.3944647
11.69,126.7024483
9.78,108.2467978
13,116.2539187
16.27,128.2513151
17.16,189.3470914
14.34,158.3324938
14.19,140.7321681
15.96,151.0565181
12.71,134.2404572
17.27,78.02369223
8.91,51.98143127
11.51,107.281985
12.99,128.1839852
17.31,158.3978454
13.99,93.67988785
12.59,124.1360075
14.04,131.1997765
15.67,159.7354416
14.47,107.5724759
16.27,154.0334824
13.15,79.57489397
13.41,88.60878418
14.1,115.9504801
10.91,118.6684076
15.47,139.1858975
16.99,92.20624616
14.96,129.2457376
14.11,128.032989
15.21,144.9857712
15.96,136.3250651
16.43,179.0467971
13.7,121.8753557
16.2,144.074479
15.61,162.712196
19.5,185.377414
16.24,113.7369629
17,177.3804834
15.58,153.4804411
11.91,105.7508499
12.2,103.5548663
12.01,68.81899771
12.76,92.7955086
17.02,159.5924279
12.23,114.0747419
14.21,133.9216297
13.55,132.6522705
16.89,196.9550477
14.31,131.5947068
13.87,105.7425535
16.26,122.9281018
15.46,184.3213837
16.5,144.1390979
18.22,176.5201963
14.5,98.12689256
12.66,107.6449022
14.17,117.9786203
13.58,142.5462036
16.94,176.8354428
15.11,133.2835816
14.7,139.5737229
9.57,91.44286289
10.81,91.48477714
14.61,120.779067
14.23,111.1723954
14.76,130.5280956
18.02,151.6403066
14.8,132.127796
13.11,109.169236
13.89,96.75367743
14.76,121.2502157
13.32,100.066463
17.61,128.658953
17.12,175.9611839
12.36,117.1402874
14.52,126.0945163
13.42,138.4325736
13.67,112.7438448
13.95,128.0141714
16.25,129.3645945
12.25,124.5315642
15.48,160.6976837
13.15,122.2408207
12.4,115.4562168
12.28,87.44473516
16.4,169.084066
15.92,130.868641
12.17,102.5046341
15.19,116.0219557
16.64,140.3990949
9.84,115.5730415
15.01,173.4973868
15.24,130.9720616
11.93,102.3740162
15.96,140.2440499
15.04,92.40743033
12.49,92.3130637
11.25,85.3643555
13.39,136.6198468
14.55,136.9299707
13.34,125.1782756
19.11,131.7934841
9.96,104.8729747
15.66,171.5101391
13.82,121.5952502
14.4,149.0476783
13.87,112.4223288
13.48,113.9159395
15.68,143.9590328
13.04,125.9006632
13.78,119.1088735
15.68,157.531596
13.13,157.082281
14.24,121.2779384
13.5,129.1303753
16.85,142.8706741
16.73,173.6757228
13.52,112.2725377
13.96,139.9735404
13.96,132.8561729
12.37,116.2315313
16.54,134.2449731
14.38,105.4165879
10.14,85.05288054
14.45,114.5091504
16.37,190.2438649
13.9,123.4528307
14.92,131.7563353
12.99,98.13646622
12.38,118.5767821
12.13,103.0474337
10.37,82.69916268
16.58,153.1555692
13.26,141.4551971
12.01,81.2224788
14.15,169.1227162
13.43,105.9515722
11.25,81.47154347
12.41,144.5956004
13.55,127.9872245
13.88,123.5179572
17.08,163.9525019
15.85,121.9930537
9.56,93.65717873
10.83,100.8754816
11.96,95.47073815
12.58,79.75718616
13.25,113.5123431
16,123.1261502
12.07,100.753431
12.61,113.4955187
16.54,122.5719894
12.55,119.9868989
13.49,126.5117448
10.99,141.8918236
11.86,106.4156022
15.06,95.7507196
12.81,141.6557404
17.03,133.8749308
11.99,109.6373385
14.37,118.4535416
11.31,116.788874
11.99,81.75734887
14.46,149.6248411
13.76,104.8859104
14.39,112.2636928
18.52,91.09685348
15.65,119.1625029
12.5,134.6850095
14.66,137.4064305
18.6,140.8608363
18.27,154.5163086
14.83,150.3546973
12.09,113.1157861
14.38,135.7526462
11.75,109.5527471
14.23,110.6588034
11.77,82.61573989
13.17,134.6264605
12.86,132.1351118
16.06,165.0398078
14.12,132.6821295
16.34,167.841864
14.65,106.9190972
13.12,124.2163572
11.75,101.9247542
17.63,172.4339576
10.76,72.62555025
14.43,113.0130451
13.28,93.61660516
12.07,104.6780578
14.85,174.4947777
12.88,137.2834308
14.44,155.0981815
13.94,125.3714209
16.91,196.5794572
11.29,104.0058194
13.76,107.6976837
18.89,224.655906
16.61,138.4870267
12.01,116.1773971
10.81,103.7475651
12.24,98.63487624
15.18,127.3364004
14.99,150.0622022
11.3,100.1241395
15.06,101.8822107
14.1,141.2012226
11.26,125.6189178
12.82,111.764431
15.89,130.401154
15.3,141.3406369
12.9,84.42367025
13.18,115.2082516
14.48,128.6518974
15,125.9753836
13.5,141.778739
13.07,133.4172008
15.54,131.3851684
14.89,87.3416928
12,111.6933089
17.05,172.0842265
14.18,111.2656108
11.73,116.4296969
16.64,152.3874508
16.02,157.2175377
9.54,120.6744304
13.14,104.0376522
13.19,113.4964154
15.94,125.9186048
13.23,135.5583502
15.83,135.5248846
14.18,119.8624472
13.91,154.0795194
11.64,112.1556141
14.77,138.1060844
15.12,145.829456
14.55,130.0596555
16.25,146.5066045
13.81,147.9384504
11.92,117.8400452
15.54,152.4538677
14,125.3069608
15.64,160.5936035
16.58,169.1998094
11.02,96.89541377
12.67,110.5320192
13.08,139.7597685
12.08,94.98519961
15.74,132.9820237
18.18,141.6668335
12.8,130.648386
14.31,106.3209266
16.23,126.7483882
14.37,125.7412115
16.5,161.0212846
10.45,75.48638787
13.9,104.8601001
13.44,153.7815277
12.89,96.51475498
13.64,172.4692541
12.71,119.4497382
14.31,138.9337113
15.76,153.8528817
11.1,109.9237438
16.41,174.3869522
13.3,137.6077352
13.51,126.9968378
17.94,163.9365494
16.15,166.1638846
9.53,70.54324861
15.33,172.3600708
14.3,174.8250136
13.29,127.9567996
13.92,109.7164414
15.8,143.1770241
14.04,143.1893245
10.35,129.1329585
12.04,84.74180725
10.81,108.2896407
12.58,116.6328898
13.72,171.2328289
12.49,140.5068723
14.56,111.1887752
13.43,141.000999
15.39,144.1543893
15.19,132.2084103
14.22,134.8690275
14.36,191.4665389
16.04,155.560299
14.39,124.5660839
19.13,177.1086751
11.22,111.318831
15.64,121.2900987
13.88,129.6955618
18.54,102.7598496
15.53,146.3670548
11.64,135.7946917
13.15,125.2136469
14.49,166.6729939
16.4,155.4338326
10.92,108.2028179
13.96,126.6239715
12.86,106.3748982
13.34,145.8432248
14.7,168.7571065
13.24,156.4546281
13.17,104.1113878
16.39,158.8434172
13.96,113.964337
13.72,152.5094221
16.76,149.3200254
14.52,123.0340786
15.17,149.3430575
13.88,100.6162581
13.85,139.2128122
17.04,165.8072661
10.11,112.9925283
12.45,131.9396167
13.12,88.24113019
15.11,119.1164888
14.2,86.93964399
12.1,136.4956107
12.69,74.65609882
13.14,112.4558633
16.24,195.2193168
11.49,105.6521508
15.35,155.3191867
17.15,157.4473736
13.64,74.09304359
16.98,174.9829556
11.24,139.8755333
