CustomerId,Age,Employment_Type,Sector,Gender,Part_Of_UK,Income,Native_Country,Loan_Period,Loan_Amount,Other_Debt,Housing_Situation,Has_CCJ
3200,22,Private,Healthcare,Female,South West,31200,UK,586,10500,0,1,3
3211,35,Private,Retail,Male,Midlands,23000,UK,133,7000,0,1,0
3249,33,Private,Retail,Female,South West,17300,UK,980,12500,0,1,0
3276,33,Volunteer,Healthcare,Female,London,0,UK,516,7900,0,1,0
3304,35,Volunteer,Technology,Female,South East,0,UK,1162,13900,0,1,0
3328,23,Private,Healthcare,Male,South East,34800,UK,283,10200,0,1,0
3350,27,Public,Infrastructure,Male,West Midlands,19800,UK,705,3800,0,1,3
3398,47,Private,Agriculture,Male,North East,69900,UK,799,10000,0,1,0
3402,33,Private,Retail,Female,South West,23100,UK,64,12500,0,1,1
3413,25,Private,Retail,Female,London,33600,UK,756,10600,0,1,0
3454,26,Private,Media,Male,North West,23700,UK,658,7900,0,1,0
3483,46,Private,Retail,Female,South East,34200,UK,755,11200,0,1,0
3525,31,Private,Agriculture,Female,London,45600,UK,470,11000,0,1,0
3526,26,Self-Employed,Finance,Male,South East,31700,UK,489,6800,0,1,0
3545,32,Private,Media,Male,South East,18100,UK,819,10600,0,1,0
3546,46,Public,Infrastructure,Female,West Midlands,19900,UK,392,10800,0,1,0
3566,31,Private,Technology,Female,West Midlands,12100,UK,523,8400,0,1,0
3568,24,Unemployed,N/A,Female,South East,0,UK,909,6400,2183,1,0
3569,19,Public,Education,Female,London,31500,UK,57,12900,0,1,0
3572,34,Private,Engineering,Female,North West,41700,UK,1038,7000,0,1,0
3582,24,Unemployed,N/A,Male,North West,0,UK,605,10100,0,1,0
3588,30,Private,Technology,Male,West Midlands,26100,UK,1018,7500,0,1,0
3609,35,Private,Healthcare,Female,North West,10600,UK,992,11100,0,1,0
3613,44,Private,Law,Female,West Midlands,11700,UK,558,11200,0,1,0
3662,47,Private,Technology,Female,London,12600,UK,245,10300,0,1,0
3669,55,Private,Retail,Female,South East,12600,Ot,726,13400,0,1,0
3686,18,Unemployed,N/A,Female,North West,0,UK,389,9300,0,1,0
3715,21,Unemployed,N/A,Male,North West,0,UK,664,9300,0,1,0
3794,28,Private,Retail,Male,South West,20200,UK,671,7300,0,1,0
3799,32,Private,Healthcare,Female,London,16500,UK,368,9000,0,1,0
3811,36,Private,Law,Female,South West,39200,UK,738,10200,0,1,0
3855,41,Private,Law,Female,London,18600,UK,74,8700,0,1,0
3856,18,Unemployed,N/A,Female,North West,0,UK,74,7700,0,1,0
3878,40,Private,Agriculture,Male,North West,13000,UK,333,9500,0,1,0
3904,17,Private,Technology,Female,South East,30900,UK,780,9100,0,1,0
3953,43,Private,Healthcare,Female,London,15700,UK,400,11200,0,1,0
3961,19,Public,Law Enforcement,Male,London,29200,UK,782,4900,0,1,0
3979,46,Private,Finance,Male,South West,22400,UK,480,9300,0,1,0
4012,31,Private,Retail,Male,London,62300,UK,461,11800,0,1,0
4024,40,Private,Engineering,Female,Scotland,43300,UK,233,11700,0,1,0
4031,35,Private,Media,Male,South East,20900,Po,750,7000,0,1,0
4076,16,Public,Military,Female,North West,25500,UK,767,6500,0,1,0
4096,30,Private,Engineering,Male,Midlands,33200,UK,726,8900,0,1,0
4103,36,Volunteer,Technology,Female,London,0,UK,248,9500,0,1,0
4131,35,Private,Media,Female,London,93500,UK,956,8700,0,1,0
4134,31,Private,Finance,Female,South East,21400,UK,347,8400,0,1,0
4143,36,Private,Media,Male,North West,12600,UK,802,10000,0,1,0
4166,25,Private,Media,Female,South East,34000,UK,815,10600,0,1,0
4170,66,Private,Law,Female,North West,11100,UK,608,13700,0,1,0
4185,28,Private,Engineering,Female,London,31700,UK,221,8900,0,1,0
4210,39,Private,Media,Female,North West,31800,UK,953,5600,0,1,0
4237,16,Unemployed,N/A,Female,London,0,UK,364,5800,0,1,0
4287,21,Public,Education,Female,West Midlands,20900,UK,142,10500,0,1,0
4303,20,Private,Media,Female,South East,33900,UK,494,12500,0,1,0
4306,46,Private,Healthcare,Female,Northern Ireland,24000,UK,938,10700,0,1,0
4308,24,Public,Military,Male,London,30700,UK,280,9900,0,1,0
4321,26,Private,Engineering,Female,South West,25000,UK,504,10500,0,1,0
4330,22,Unemployed,N/A,Female,South East,0,UK,833,10400,0,1,0
4381,40,Private,Agriculture,Female,South East,20100,UK,449,7300,0,1,0
4434,25,Private,Technology,Female,Wales,9700,UK,716,11500,0,1,0
4453,23,Unemployed,N/A,Female,Midlands,0,UK,579,8100,0,1,0
4498,49,Private,Agriculture,Male,South East,23400,UK,189,9300,0,1,0
4502,58,Private,Engineering,Female,London,12100,UK,693,10000,0,1,0
4521,39,Private,Engineering,Female,West Midlands,10600,UK,394,10300,0,1,0
4553,19,Private,Technology,Male,North West,26800,UK,20,12100,0,1,0
4570,53,Private,Finance,Female,North West,15600,UK,760,10700,0,1,0
4574,32,Private,Healthcare,Male,Scotland,18400,UK,786,8200,0,1,0
4584,22,Public,Law Enforcement,Male,Scotland,26700,UK,415,9400,0,1,0
4589,11,Unemployed,N/A,Male,London,0,UK,271,7900,0,1,0
4595,24,Private,Healthcare,Female,London,36400,UK,145,10800,0,1,0
4626,34,Private,Retail,Female,South East,32600,UK,387,10800,0,1,0
4634,62,Private,Healthcare,Male,South West,10100,UK,831,9500,0,1,0
4671,22,Public,Infrastructure,Female,London,27900,UK,375,8000,0,1,0
4690,27,Public,Infrastructure,Male,London,28500,UK,780,10600,0,1,0
4692,26,Private,Agriculture,Female,West Midlands,16800,UK,275,7800,0,1,0
4703,49,Private,Agriculture,Female,London,32200,UK,306,7400,0,1,0
4710,77,Private,Engineering,Female,Scotland,10400,UK,723,6000,0,1,0
4713,33,Private,Healthcare,Female,West Midlands,19700,UK,485,7200,0,1,0
4715,41,Private,Media,Female,North West,20700,Ot,37,8900,0,1,0
4717,28,Private,Healthcare,Female,West Midlands,14400,UK,249,10500,0,1,0
4780,29,Private,Healthcare,Male,East Anglia,30600,UK,572,8200,0,1,0
4807,30,Private,Technology,Male,Wales,21500,UK,803,9100,0,1,0
4814,33,Private,Law,Female,East Anglia,25700,UK,290,9900,0,1,0
4816,22,Private,Agriculture,Female,North West,24000,UK,128,9300,0,1,0
4842,32,Private,Finance,Female,South East,50900,UK,382,9900,0,1,0
4866,30,Private,Law,Female,Wales,46500,UK,417,11700,0,1,0
4884,21,Private,Retail,Female,South East,42500,UK,86,8900,0,1,0
4889,33,Private,Finance,Female,South West,16600,UK,243,13600,0,1,0
4915,13,Unemployed,N/A,Male,London,0,UK,373,7800,0,1,0
4990,40,Private,Retail,Male,South East,71400,UK,618,12000,0,1,0
4998,21,Private,Law,Male,Scotland,26700,UK,297,10300,0,1,0
5010,25,Private,Retail,Male,South East,28300,UK,407,13700,0,1,0
5044,14,Public,Infrastructure,Female,London,27300,UK,549,10900,0,1,0
5064,47,Private,Technology,Female,North West,28400,UK,782,4500,0,1,0
5073,27,Public,Healthcare,Male,North West,25000,UK,400,10100,0,1,0
5101,27,Private,Finance,Male,London,24900,UK,885,11300,0,1,0
5108,29,Private,Retail,Female,South West,24400,UK,992,11900,0,1,0
5135,27,Private,Finance,Female,South East,18100,UK,115,10000,0,1,0
5137,44,Private,Media,Female,London,44500,UK,292,8100,2271,1,0
5146,48,Volunteer,Healthcare,Female,West Midlands,0,Ge,962,11700,0,1,0
5150,23,Private,Engineering,Female,London,30100,UK,246,11300,0,1,0
5178,26,Private,Agriculture,Female,North West,25100,UK,72,8200,0,1,0
5188,27,Volunteer,Education,Male,South East,0,UK,487,11400,0,1,0
5202,20,Public,Military,Male,London,30300,UK,179,8800,0,1,0
5210,19,Unemployed,N/A,Female,West Midlands,0,UK,389,8900,0,1,0
5213,31,Private,Finance,Male,South East,37500,UK,487,9700,0,1,0
5240,15,Unemployed,N/A,Female,South East,0,UK,1021,9300,0,1,0
5261,30,Private,Agriculture,Male,Midlands,35600,UK,206,8800,0,1,0
5321,18,Public,Infrastructure,Male,Northern Ireland,17400,UK,373,10900,0,1,0
5327,31,Private,Law,Female,South East,10100,UK,51,13100,0,1,0
5328,27,Public,Healthcare,Female,South East,30200,UK,536,10200,0,1,0
5331,22,Private,Law,Female,London,32600,UK,253,9400,0,1,0
5335,56,Private,Finance,Female,South East,11900,UK,168,8900,0,1,0
5342,20,Private,Law,Female,North West,22700,UK,621,12200,0,1,0
5362,21,Public,Law Enforcement,Female,South East,28900,UK,948,14100,0,1,0
5384,44,Private,Agriculture,Male,London,32400,UK,400,10400,0,1,0
5424,36,Private,Engineering,Male,South East,46000,UK,365,12200,0,1,0
5427,32,Private,Finance,Female,South West,30500,UK,480,10800,0,1,0
5428,12,Unemployed,N/A,Male,North West,0,UK,361,6700,0,1,0
5443,18,Unemployed,N/A,Female,North West,0,UK,897,10800,0,1,0
5455,43,Private,Healthcare,Female,South West,29000,UK,115,14600,0,1,0
5469,28,Volunteer,Healthcare,Female,Midlands,0,UK,945,5900,0,1,0
5471,63,Private,Technology,Male,South East,15600,UK,550,10500,0,1,0
5496,18,Private,Technology,Male,East Anglia,18300,UK,628,7800,0,1,0
5535,44,Private,Law,Female,North West,6100,UK,163,11400,0,1,0
5559,17,Unemployed,N/A,Female,London,0,UK,545,9500,0,1,0
5591,39,Private,Agriculture,Male,Scotland,22200,UK,415,7500,0,1,0
5603,43,Private,Technology,Male,London,17000,UK,648,10600,0,1,0
5673,27,Private,Finance,Female,North West,22100,UK,503,12500,0,1,0
5751,45,Private,Media,Male,London,29500,UK,762,8600,0,1,0
5753,45,Volunteer,Education,Male,Northern Ireland,0,UK,733,11900,8264,1,0
5788,11,Unemployed,N/A,Male,North West,0,UK,598,9100,0,1,0
5797,25,Private,Agriculture,Female,North West,35800,UK,450,6700,0,1,0
5820,27,Private,Technology,Female,East Anglia,31100,UK,132,12500,0,1,0
5845,36,Private,Healthcare,Male,Midlands,11700,UK,454,11000,0,1,0
5849,40,Private,Finance,Male,South West,21400,UK,856,12200,0,1,0
5865,41,Volunteer,Healthcare,Male,South West,0,UK,430,8200,0,1,0
5879,28,Private,Technology,Female,North West,31800,UK,455,10100,0,1,0
5889,49,Private,Media,Female,South West,19800,UK,278,7500,0,1,0
5934,16,Unemployed,N/A,Female,North West,0,UK,586,6100,0,1,0
5964,47,Public,Infrastructure,Female,West Midlands,21800,UK,584,9000,0,1,0
5965,57,Private,Finance,Male,South East,10500,Ot,449,11100,0,1,0
5980,50,Private,Engineering,Female,South West,14600,UK,224,9200,0,1,0
5984,23,Public,Law Enforcement,Female,South West,21900,UK,94,8600,0,1,0
5997,41,Private,Healthcare,Male,London,44000,UK,631,10700,0,1,0
5999,28,Private,Media,Male,London,29500,UK,478,11000,0,1,0
6045,54,Private,Engineering,Female,Midlands,9000,UK,868,11000,0,1,0
6056,29,Private,Retail,Male,South East,26000,UK,143,11900,0,1,0
6068,15,Public,Military,Male,South West,24600,UK,42,8700,0,1,0
6077,25,Private,Technology,Female,London,26800,UK,206,11200,3756,1,0
6108,21,Private,Retail,Male,Wales,17600,UK,538,10900,0,1,0
6115,14,Private,Healthcare,Male,London,31800,UK,599,7700,0,1,0
6142,29,Private,Finance,Male,South East,23200,UK,389,13400,0,1,0
6156,32,Private,Healthcare,Male,West Midlands,15600,UK,40,8000,0,1,0
6162,13,Public,Law Enforcement,Female,South East,32000,UK,854,8200,0,1,0
6166,23,Unemployed,N/A,Female,West Midlands,0,Ot,1132,8800,0,1,0
6177,36,Private,Retail,Male,North East,25300,UK,113,11200,0,1,0
6186,38,Private,Technology,Female,Scotland,15400,UK,690,13300,0,1,0
6235,32,Private,Retail,Female,Scotland,25200,UK,175,11400,0,1,0
6253,32,Private,Technology,Female,South East,56300,UK,606,10200,0,1,0
6258,33,Private,Engineering,Male,East Anglia,9100,UK,639,9700,0,1,0
6259,18,Unemployed,N/A,Female,South East,0,UK,656,8000,0,1,0
6266,18,Private,Finance,Female,South East,33100,UK,335,9300,0,1,0
6276,23,Private,Healthcare,Female,North West,26600,UK,687,8300,0,1,0
6278,29,Private,Finance,Male,South East,23800,UK,706,11500,0,1,0
6333,24,Unemployed,N/A,Female,North West,0,UK,848,10200,0,1,0
6370,41,Private,Law,Male,North West,26000,UK,663,10300,0,1,0
6379,40,Private,Technology,Female,North West,22500,UK,493,13800,0,1,0
6421,32,Private,Agriculture,Female,London,31500,UK,136,12700,0,1,0
6444,44,Volunteer,Healthcare,Female,South East,0,UK,692,9900,0,1,0
6489,18,Private,Retail,Male,South East,35300,UK,282,8900,0,1,0
6492,24,Unemployed,N/A,Male,Scotland,0,UK,728,8800,0,1,0
6507,61,Private,Finance,Male,East Anglia,9800,UK,135,10600,0,1,0
6531,15,Unemployed,N/A,Male,West Midlands,0,UK,465,10600,0,1,0
6555,72,Private,Finance,Female,Midlands,11700,UK,418,6800,10808,1,0
6557,37,Private,Media,Female,South East,22200,UK,218,11600,0,1,0
6559,38,Private,Retail,Male,South West,34400,UK,554,4800,0,1,0
6573,15,Public,Law Enforcement,Female,West Midlands,21500,UK,486,9100,0,1,0
6580,28,Private,Finance,Male,London,32700,UK,401,10500,0,1,0
6598,60,Private,Engineering,Female,West Midlands,10900,UK,376,7700,0,1,0
6605,34,Private,Retail,Female,South East,86800,UK,542,9300,0,1,0
6618,37,Public,Military,Female,South East,32500,UK,108,10100,0,1,0
6665,26,Private,Media,Female,North West,19000,UK,462,9200,0,1,0
6686,41,Private,Finance,Male,North West,28800,UK,165,12000,0,1,0
6689,33,Private,Engineering,Female,South West,18000,UK,231,11200,0,1,0
6693,27,Private,Media,Male,London,34100,UK,605,11900,0,1,0
6707,14,Public,Infrastructure,Male,North West,27500,UK,541,11900,0,1,0
6784,26,Private,Law,Female,London,28800,UK,498,8400,0,1,0
6805,33,Private,Retail,Female,South East,23000,UK,675,7500,0,1,0
6846,31,Private,Retail,Male,South East,19700,UK,447,10400,0,1,0
6879,37,Private,Retail,Female,North West,11200,UK,453,10300,0,1,0
6882,28,Public,Law Enforcement,Female,South East,29300,UK,143,7900,0,1,0
6892,41,Private,Retail,Male,Northern Ireland,20000,UK,384,10500,0,1,0
6912,40,Private,Finance,Female,West Midlands,27100,UK,280,11400,0,1,0
6916,43,Private,Retail,Male,South East,66600,UK,377,8200,0,1,0
6964,86,Private,Agriculture,Female,South East,13500,Ot,563,14200,6336,1,0
6973,13,Public,Military,Female,London,28400,UK,1094,9600,0,1,0
6995,17,Private,Media,Male,London,26900,UK,718,3600,0,1,0
7050,42,Private,Agriculture,Female,North West,71800,UK,22,10600,0,1,0
7066,17,Unemployed,N/A,Male,North West,0,UK,271,10000,0,1,2
7068,20,Public,Law Enforcement,Male,South West,25500,UK,53,14500,0,1,0
7075,36,Private,Engineering,Female,London,28800,UK,180,8500,19884,1,0
7156,38,Self-Employed,Education,Male,South East,59700,UK,730,10600,0,1,0
7164,38,Private,Technology,Female,South East,25600,UK,554,9700,0,1,0
7189,25,Private,Retail,Female,West Midlands,19200,UK,76,7100,0,1,0
7266,47,Public,Healthcare,Male,North West,20300,UK,748,13200,0,1,0
7298,26,Self-Employed,Technology,Male,North West,30900,UK,571,11100,0,1,0
7335,58,Private,Retail,Female,Scotland,10300,UK,476,10600,0,1,0
7356,34,Private,Media,Female,London,25000,UK,175,8600,0,1,0
7359,31,Private,Healthcare,Female,Midlands,16700,UK,357,10700,0,1,0
7388,23,Private,Agriculture,Female,London,33200,UK,484,13300,0,1,0
7403,42,Private,Finance,Male,Scotland,33700,UK,183,7100,1556,1,0
7414,30,Private,Retail,Male,South West,25800,UK,1101,6500,0,1,0
7422,43,Private,Retail,Female,North West,18700,UK,150,11500,0,1,0
7438,35,Private,Technology,Female,South East,55800,UK,918,10600,0,1,0
7511,44,Private,Media,Female,East Anglia,26500,UK,614,9800,0,1,0
7540,25,Private,Finance,Female,North West,27500,UK,638,9300,0,1,0
7554,19,Private,Technology,Female,London,23700,UK,677,10900,0,1,0
7583,39,Public,Infrastructure,Male,London,31000,UK,718,9700,0,1,0
7655,17,Public,Military,Female,North West,23000,UK,5,10000,0,1,0
7699,35,Private,Law,Female,Scotland,19700,UK,795,10500,0,1,0
7735,40,Private,Media,Female,London,22800,UK,713,8300,0,1,0
7739,31,Public,Infrastructure,Male,South East,31300,UK,247,11000,13131,1,0
7761,30,Private,Retail,Male,South West,32100,UK,70,8200,0,1,0
7765,83,Private,Media,Male,Northern Ireland,10300,UK,745,8600,0,1,0
7766,32,Private,Agriculture,Female,South East,27000,UK,440,7900,0,1,0
7778,19,Public,Education,Female,West Midlands,21600,UK,900,8000,0,1,0
7781,15,Private,Engineering,Male,South East,30800,UK,549,12500,0,1,0
7818,31,Private,Retail,Female,East Anglia,24600,UK,255,12400,0,1,0
7822,40,Public,Healthcare,Female,North West,27200,UK,839,7600,0,1,0
7865,22,Unemployed,N/A,Male,Midlands,0,UK,438,9400,0,1,0
7919,28,Self-Employed,Healthcare,Male,London,29000,UK,809,8700,0,1,0
