Length(cm),Mass(g)
15.25,155.8320815
18.66,218.628826
15.45,166.2847358
10.85,136.8314596
11.35,111.653889
13.97,139.9813672
16.67,153.2463742
13.45,106.4904157
12.07,108.8846031
15.62,167.5322092
11.37,114.2906456
15.85,184.6517303
13.7,137.7052481
12.79,93.00258759
15.19,149.1254381
12.84,134.6798419
18.08,149.0097711
15.83,160.3994802
17.83,182.3346286
13.81,145.2793414
11.33,106.7541209
13.1,129.8144665
12.67,112.033768
10.6,79.08862061
14.63,153.8171909
15.19,145.9619467
12.24,145.4943427
16.05,182.9773822
13.24,125.1230765
11.43,124.1068331
11.68,124.3877136
17.74,180.6453064
15.43,130.3239629
17.13,182.2042846
13.47,151.7595921
15.8,155.3965484
15.32,160.7405488
11.97,133.0633345
13.59,126.0151821
12.1,126.0603909
12.8,132.2632388
13.92,145.5174741
13.11,116.1701439
10.59,93.1064567
10.05,101.1694162
10.57,110.2870592
13.01,134.1863227
11.55,113.269315
15.21,159.2799189
15.85,134.9035361
10.88,111.1904534
11.8,110.0727914
13.28,139.8935547
13.14,131.6636325
17.14,150.0350854
14.25,169.5745871
15.66,174.2688774
15.8,178.6371859
12.48,122.3353636
14,131.4317336
11.83,117.2757081
9.54,104.7375622
13.79,140.7811529
15.49,160.6527492
15.02,128.0131054
14,130.4514801
15.35,161.437211
15.14,132.8033611
14.67,130.984843
14.47,140.7080832
14.96,141.0600577
14.08,161.5673284
15.41,142.2868252
14.6,155.8532398
15.63,163.15466
12.93,142.9492981
13.39,127.896836
14.78,171.7366665
14.89,161.9488923
12.54,116.1563139
15.72,166.7043971
11.2,108.7332878
14.92,121.1335002
14.29,149.9436129
21.09,198.42865
14.94,129.2873995
14.3,139.0656631
12.73,121.8299293
13.36,152.9429591
10.25,88.92454861
13.93,136.4364498
12.01,107.8575704
12.21,140.8222271
16.43,177.1582179
15.66,185.9856786
13.66,143.0819209
15.19,129.705483
14.39,168.4642917
11.72,134.8164093
13.89,140.2390802
13.75,128.8266551
13.64,136.0248403
18.64,193.5981178
11.76,109.2354328
12.36,115.3985523
11.83,109.9994905
15.14,154.2964738
14.39,150.664293
12.7,128.7146226
7.67,75.33178877
13.06,126.3543948
12.23,121.9417796
12.75,126.5096653
14.57,142.9590597
13.14,133.2877901
13.25,131.9759126
13.46,143.6216989
13.38,152.0568942
14.13,121.995976
15.34,163.1922124
12.14,125.1105986
11.8,113.1625749
13.71,133.3767147
11.18,132.3871708
12.96,105.6806071
13.31,123.9896647
14.05,125.0007872
16.29,187.4061702
14.07,135.711796
10.73,95.31868418
13.95,147.3270803
13.73,108.3294404
16.61,194.0934434
17.77,155.6871168
14.4,116.3576841
13.2,144.5541143
14.3,127.6309642
17.14,184.0310723
13.04,149.3363359
11.84,114.8445749
14.85,148.1273804
10.58,119.5764218
15.59,143.4370327
11.18,125.331546
14.51,149.0173985
12.65,127.292834
14.59,129.0743018
15.63,127.9123828
17.8,182.9572515
12.07,131.0948962
13.86,132.2463366
11.54,99.89176667
13.09,119.9094124
16.91,147.2331708
15.58,138.7339332
13.9,170.3062602
13.07,104.9952465
16.38,191.8442483
14.49,158.3244256
13.42,147.208315
14.96,129.986598
18.03,134.9985454
14.23,133.9939858
15.5,168.3279259
15.9,144.810867
15.5,143.0474051
12,140.0737934
14.09,119.1213243
12.12,122.471665
10.01,107.3291862
12.69,130.0920455
14.43,152.4595205
11.17,99.89435561
17.75,176.109635
16.7,139.5376557
18.09,181.544274
14.74,133.2308307
14.24,137.137648
16.9,152.0090826
14.19,130.0069355
11.25,101.0716055
15.98,154.0640721
13.6,137.9344721
13.91,149.9054957
20.31,188.9499172
14.72,135.9432426
12.31,126.8791379
16.93,141.50294
12.54,142.4800138
16.52,183.7650082
11.62,116.2311895
15.77,112.5719765
13.52,149.405776
10.62,92.54763543
13.63,125.8186422
10.81,106.8064538
18.96,199.5395892
13.32,131.7877483
13.14,125.3221675
17.87,188.558373
13,148.1171131
10.96,124.1431268
12.42,123.5713481
12.55,127.9396169
12.93,113.5230656
13.67,121.4534418
13.36,156.8669822
9.66,102.793483
14.59,143.2795762
14.03,146.9346609
13.26,111.5345096
14.18,135.4110823
15.32,149.622518
16.17,168.2989179
13.19,137.3890285
10.93,102.0430715
15.13,149.1259254
13.27,123.1499955
12.43,126.1310303
14.07,144.3081282
13.12,126.1530369
13.84,133.7648198
13.07,121.7126587
14.58,163.5136985
16.76,168.1310064
12.89,142.3164137
14.26,161.0898768
12.19,129.7077356
14.56,146.4110785
15.94,163.4048033
13.69,143.5538621
15.07,137.3847396
14.39,153.5672668
16.2,157.8681445
12.97,150.907938
9.8,105.4816669
15.78,169.0691373
12.44,119.1317781
13.98,194.7816407
15.62,188.687492
13.04,129.2244932
14.79,141.8950626
13.76,123.4934486
16.66,183.6577688
15.62,139.4493048
14.97,150.4991649
14.54,143.5555887
12.21,114.3569562
15.57,138.1599106
10.34,105.2816274
13.48,120.0660327
16.84,120.8158262
11.52,106.0103356
11.14,135.6927348
16.43,173.0662927
15.72,164.4774468
16.69,165.360043
14.75,138.779434
14.62,162.6106983
17.04,179.6160827
13.4,112.4362105
15.58,168.128972
14.77,120.9960022
16.65,196.4956862
13.11,123.6369702
13.81,152.4466883
10.47,88.23923987
14.89,140.6199518
18.03,179.3382388
14.78,129.7978825
16.34,138.0083941
13.94,133.6759279
14.18,142.3388937
14.34,154.1546758
18.25,189.6542861
16.27,153.1035798
11.83,120.6875132
13.43,137.8875537
15.89,158.0385408
18.72,152.540067
10.45,104.0218043
13.18,124.1494842
16.61,138.3176364
13.45,126.8836826
15.71,163.2081843
12.62,158.9777355
13.12,142.0242603
13.03,131.1591451
15.21,152.2857847
11.21,93.92139778
17.61,158.9080432
15.48,150.8853781
16.32,154.0860457
13.76,122.863105
12.76,154.9965903
15.68,166.653454
12.32,139.8909311
12.3,111.6100936
14.59,116.8090038
15.1,146.2096561
14.16,138.987953
11.48,121.9382529
12.91,127.1996946
12.76,122.7914781
13.2,129.4866049
15.78,157.9660785
14.96,164.3405231
16.38,176.2509262
13.46,140.4559011
12.9,121.9622029
15.84,151.8645306
16.29,137.968393
15.11,119.2044397
14.22,152.3158932
16.11,198.8250767
14.63,164.5007556
15.96,159.9965225
13.59,130.238698
18.92,163.351497
13.96,146.5307421
15.26,149.7004269
13.49,122.253978
14.76,146.139398
13.97,133.2230006
11.92,127.8303387
8.91,101.205979
13.72,113.5498524
15.37,116.6898123
12.91,144.3285695
16.51,178.611499
11.57,112.2660467
13.33,98.79223452
14.91,151.7776524
16.54,172.1032278
10.68,110.4014045
14.63,149.3512182
16.03,166.3984961
16.13,159.876595
13.28,139.5487846
12.74,142.7358729
13.1,102.0289756
15.6,124.8590341
9.51,110.5987561
17.59,188.4905251
15.46,155.8699226
17.28,137.7842084
16.13,162.9971411
14.03,152.4527369
11.11,102.63656
12.65,125.1426591
14.36,154.8028693
14.32,126.3151168
15.86,145.6596157
16.02,172.8156446
14.68,139.0227775
13.35,121.1222131
16.18,199.2208917
15.06,169.322863
14.53,145.7519955
15.59,146.8539508
17.2,159.4088687
15.73,150.2985832
14.29,142.4544917
13.74,116.3418903
12.36,122.6851095
13.46,151.2819051
14.15,151.7250881
13.5,150.4811161
13.32,123.0910976
14.07,133.2534921
13.11,144.4362541
14.1,140.8637572
11.56,114.7274398
16.4,159.9125494
14.4,125.7625032
14.89,147.3134924
16.12,135.2125411
10.71,110.0392829
16.28,167.2104164
16.72,126.0164017
13.23,131.8278873
11.84,123.6794271
12.79,135.3379046
17.35,167.4992389
13.61,142.3423801
14.1,147.754442
17.64,166.3970176
12.14,140.5191847
16.48,174.3518545
17.9,167.1203881
19.93,188.1764115
11.85,127.489514
14.11,154.0461996
15.15,173.2286246
14.99,159.5847126
12.66,129.6514368
15.02,150.4810153
11.58,106.6879067
15.04,137.7857501
15.97,173.5544856
16.71,177.7472017
14.76,152.7934265
14.36,172.1146239
14.67,163.0477558
17.87,200.9681808
15.3,154.4711634
14.07,120.1800695
12.61,135.9132531
16.87,190.9868462
12.55,114.9619164
11.74,97.38621315
12.6,136.481937
16.2,176.2648172
15.31,141.3395379
17.27,164.8655237
15.07,145.6271018
17.5,185.4269062
15.14,148.4114889
15.3,169.2772664
14.2,142.2101357
10.46,93.40702622
11.97,141.3304877
12.95,137.3867113
16.09,164.9052253
12.37,102.6528527
15.16,156.7462841
14.21,135.5730545
14.52,140.9579374
15.55,165.8504425
14.44,145.3645283
13.64,135.0355303
14.32,162.4214845
10.02,94.88457156
15.18,155.5303547
12.13,125.1912795
11.25,130.9449934
14.92,140.8728946
12.14,115.9926505
14.73,158.6639451
12.63,118.9104116
17.4,183.292628
11.64,137.7218642
17.78,194.2153331
12.47,131.5059979
15.56,148.9550929
16.68,141.4148066
12.45,126.0133671
17.13,176.916597
10.01,101.2062412
12.61,127.3173576
17.9,148.0068304
14.13,142.6377219
14.66,155.8078818
15.69,142.5736618
14.71,153.5936323
15.13,126.5327084
13.84,116.0300653
14.02,173.4967459
11.66,117.8407739
14.19,162.939361
12.2,137.2276958
12.6,117.9941343
15.29,158.0860403
13.07,131.0077805
15.4,154.2582239
17.32,217.0401329
17.88,178.9957956
12.87,116.5766557
12.5,125.8822523
16.49,180.0610988
15.29,150.0383154
15.07,154.8266686
11.55,104.9618427
14.42,150.5971669
15.5,152.1187117
18.23,211.102143
12.79,137.1894306
8.62,88.96222449
15.18,140.2264374
11.45,111.9233677
12.36,124.2826304
15.22,130.0118022
11.63,120.3013505
15.71,116.4632508
